TIMESTAMP, VALUE
2019-07-02T03:00:00Z, 0.000
2019-07-02T03:15:00Z, 0.000
2019-07-02T03:30:00Z, 0.000
2019-07-02T03:45:00Z, 0.000
2019-07-02T04:00:00Z, 0.000
2019-07-02T04:15:00Z, 0.000
2019-07-02T04:30:00Z, 0.000
2019-07-02T04:45:00Z, 0.000
2019-07-02T05:00:00Z, 0.006
2019-07-02T05:15:00Z, 3.036
2019-07-02T05:30:00Z, 13.813
2019-07-02T05:45:00Z, 1.906
2019-07-02T06:00:00Z, 0.006
2019-07-02T06:15:00Z, 0.017
2019-07-02T06:30:00Z, 0.088
2019-07-02T06:45:00Z, 0.000
2019-07-02T07:00:00Z, 0.000
2019-07-02T07:15:00Z, 0.003
2019-07-02T07:30:00Z, 0.000
2019-07-02T07:45:00Z, 0.000
2019-07-02T08:00:00Z, 0.000
2019-07-02T08:15:00Z, 0.016
2019-07-02T08:30:00Z, 0.307
2019-07-02T08:45:00Z, 0.007
2019-07-02T09:00:00Z, 0.000
2019-07-02T09:15:00Z, 0.132
2019-07-02T09:30:00Z, 0.389
2019-07-02T09:45:00Z, 0.005
2019-07-02T10:00:00Z, 0.000
2019-07-02T10:15:00Z, 0.000
2019-07-02T10:30:00Z, 0.000
2019-07-02T10:45:00Z, 0.000
2019-07-02T11:00:00Z, 0.000
2019-07-02T11:15:00Z, 0.000
2019-07-02T11:30:00Z, 0.000
2019-07-02T11:45:00Z, 0.000
2019-07-02T12:00:00Z, 0.000
2019-07-02T12:15:00Z, 0.000
2019-07-02T12:30:00Z, 0.000
2019-07-02T12:45:00Z, 0.000
2019-07-02T13:00:00Z, 0.000
2019-07-02T13:15:00Z, 0.000
2019-07-02T13:30:00Z, 0.000
2019-07-02T13:45:00Z, 0.000
2019-07-02T14:00:00Z, 0.000
2019-07-02T14:15:00Z, 0.000
2019-07-02T14:30:00Z, 0.531
2019-07-02T14:45:00Z, 1.570
2019-07-02T15:00:00Z, 0.000
2019-07-02T15:15:00Z, 0.000
2019-07-02T15:30:00Z, 0.000
2019-07-02T15:45:00Z, 0.000
2019-07-02T16:00:00Z, 0.000
2019-07-02T16:15:00Z, 0.000
2019-07-02T16:30:00Z, 0.000
2019-07-02T16:45:00Z, 0.000
2019-07-02T17:00:00Z, 0.000
2019-07-02T17:15:00Z, 0.000
2019-07-02T17:30:00Z, 0.000
2019-07-02T17:45:00Z, 0.000
2019-07-02T18:00:00Z, 0.000
2019-07-02T18:15:00Z, 0.000
2019-07-02T18:30:00Z, 0.000
2019-07-02T18:45:00Z, 0.000
2019-07-02T19:00:00Z, 0.000
2019-07-02T19:15:00Z, 0.026
2019-07-02T19:30:00Z, 0.000
2019-07-02T19:45:00Z, 0.000
2019-07-02T20:00:00Z, 0.000
2019-07-02T20:15:00Z, 0.050
2019-07-02T20:30:00Z, 0.267
2019-07-02T20:45:00Z, 0.014
2019-07-02T21:00:00Z, 0.000
2019-07-02T21:15:00Z, 0.000
2019-07-02T21:30:00Z, 0.000
2019-07-02T21:45:00Z, 0.000
2019-07-02T22:00:00Z, 0.000
2019-07-02T22:15:00Z, 0.000
2019-07-02T22:30:00Z, 0.002
2019-07-02T22:45:00Z, 0.022
2019-07-02T23:00:00Z, 0.001
2019-07-02T23:15:00Z, 0.000
2019-07-02T23:30:00Z, 0.000
2019-07-01T00:15:00Z, 0.000
2019-07-01T00:30:00Z, 0.000
2019-07-01T00:45:00Z, 0.000
2019-07-01T01:00:00Z, 0.000
2019-07-01T01:15:00Z, 0.000
2019-07-01T01:30:00Z, 0.000
2019-07-01T01:45:00Z, 0.000
2019-07-01T02:00:00Z, 0.000
2019-07-01T02:15:00Z, 0.000
2019-07-01T02:30:00Z, 0.000
2019-07-01T02:45:00Z, 0.000
2019-07-01T03:00:00Z, 0.000
2019-07-01T03:15:00Z, 0.000
2019-07-01T03:30:00Z, 0.000
2019-07-01T03:45:00Z, 0.000
2019-07-01T04:00:00Z, 0.000
2019-07-01T04:15:00Z, 0.000
2019-07-01T04:30:00Z, 0.000
2019-07-01T04:45:00Z, 0.000
2019-07-01T05:00:00Z, 0.000
2019-07-01T05:15:00Z, 0.000
2019-07-01T05:30:00Z, 0.000
2019-07-01T05:45:00Z, 0.000
2019-07-01T06:00:00Z, 0.000
2019-07-01T06:15:00Z, 0.000
2019-07-01T06:30:00Z, 0.000
2019-07-01T06:45:00Z, 0.000
2019-07-01T07:00:00Z, 0.005
2019-07-01T07:15:00Z, 0.012
2019-07-01T07:30:00Z, 0.001
2019-07-01T07:45:00Z, 0.000
2019-07-01T08:00:00Z, 0.000
2019-07-01T08:15:00Z, 0.012
2019-07-01T08:30:00Z, 0.000
2019-07-01T08:45:00Z, 0.003
2019-07-01T09:00:00Z, 0.001
2019-07-01T09:15:00Z, 0.000
2019-07-01T09:30:00Z, 0.000
2019-07-01T09:45:00Z, 0.924
2019-07-01T10:00:00Z, 1.279
2019-07-01T10:15:00Z, 0.009
2019-07-01T10:30:00Z, 0.000
2019-07-01T10:45:00Z, 0.000
2019-07-01T11:00:00Z, 0.000
2019-07-01T11:15:00Z, 0.000
2019-07-01T11:30:00Z, 0.000
2019-07-01T11:45:00Z, 0.000
2019-07-01T12:00:00Z, 0.000
2019-07-01T12:15:00Z, 0.000
2019-07-01T12:30:00Z, 0.000
2019-07-01T12:45:00Z, 0.000
2019-07-01T13:00:00Z, 0.000
2019-07-01T13:15:00Z, 0.000
2019-07-01T13:30:00Z, 0.000
2019-07-01T13:45:00Z, 0.000
2019-07-01T14:00:00Z, 0.000
2019-07-01T14:15:00Z, 0.000
2019-07-01T14:30:00Z, 0.000
2019-07-01T14:45:00Z, 0.000
2019-07-01T15:00:00Z, 0.000
2019-07-01T15:15:00Z, 0.000
2019-07-01T15:30:00Z, 0.000
2019-07-01T15:45:00Z, 0.000
2019-07-01T16:00:00Z, 0.000
2019-07-01T16:15:00Z, 0.000
2019-07-01T16:30:00Z, 0.000
2019-07-01T16:45:00Z, 0.000
2019-07-01T17:00:00Z, 0.000
2019-07-01T17:15:00Z, 0.000
2019-07-01T17:30:00Z, 0.000
2019-07-01T17:45:00Z, 0.000
2019-07-01T18:00:00Z, 0.000
2019-07-01T18:15:00Z, 0.000
2019-07-01T18:30:00Z, 0.000
2019-07-01T18:45:00Z, 0.000
2019-07-01T19:00:00Z, 0.000
2019-07-01T19:15:00Z, 0.000
2019-07-01T19:30:00Z, 0.342
2019-07-01T19:45:00Z, 0.009
2019-07-01T20:00:00Z, 0.000
2019-07-01T20:15:00Z, 0.000
2019-07-01T20:30:00Z, 0.000
2019-07-01T20:45:00Z, 0.000
2019-07-01T21:00:00Z, 0.000
2019-07-01T21:15:00Z, 0.000
2019-07-01T21:30:00Z, 0.000
2019-07-01T21:45:00Z, 0.000
2019-07-01T22:00:00Z, 0.001
2019-07-01T22:15:00Z, 0.058
2019-07-01T22:30:00Z, 0.001
2019-07-01T22:45:00Z, 0.000
2019-07-01T23:00:00Z, 0.000
2019-07-01T23:15:00Z, 0.000
2019-07-01T23:30:00Z, 0.000
2019-07-01T23:45:00Z, 0.000
2019-07-02T00:00:00Z, 0.000
2019-07-02T00:15:00Z, 0.000
2019-07-02T00:30:00Z, 0.000
2019-07-02T00:45:00Z, 0.000
2019-07-02T01:00:00Z, 0.000
2019-07-02T01:15:00Z, 0.000
2019-07-02T01:30:00Z, 0.271
2019-07-02T01:45:00Z, 0.044
2019-07-02T02:00:00Z, 0.000
2019-07-02T02:15:00Z, 0.000
2019-07-02T02:30:00Z, 0.008
2019-07-02T02:45:00Z, 0.003
2019-07-02T03:00:00Z, 0.000
2019-07-02T03:15:00Z, 0.000
2019-07-02T03:30:00Z, 0.000
2019-07-02T03:45:00Z, 0.000
2019-07-02T04:00:00Z, 0.000
2019-07-02T04:15:00Z, 0.000
2019-07-02T04:30:00Z, 0.000
2019-07-02T04:45:00Z, 0.002
2019-07-02T05:00:00Z, 0.000
2019-07-02T05:15:00Z, 0.000
2019-07-02T05:30:00Z, 0.000
2019-07-02T05:45:00Z, 0.005
2019-07-02T06:00:00Z, 0.000
2019-07-02T06:15:00Z, 0.000
2019-07-02T06:30:00Z, 0.000
2019-07-02T06:45:00Z, 0.000
2019-07-02T07:00:00Z, 0.406
2019-07-02T07:15:00Z, 0.015
2019-07-02T07:30:00Z, 0.000
2019-07-02T07:45:00Z, 0.000
2019-07-02T08:00:00Z, 0.000
2019-07-02T08:15:00Z, 0.274
2019-07-02T08:30:00Z, 0.120
2019-07-02T08:45:00Z, 0.000
2019-07-02T09:00:00Z, 0.000
2019-07-02T09:15:00Z, 0.000
2019-07-02T09:30:00Z, 0.000
2019-07-02T09:45:00Z, 0.000
2019-07-02T10:00:00Z, 0.000
2019-07-02T10:15:00Z, 0.000
2019-07-02T10:30:00Z, 0.205
2019-07-02T10:45:00Z, 0.110
2019-07-02T11:00:00Z, 0.000
2019-07-02T11:15:00Z, 0.000
2019-07-02T11:30:00Z, 0.000
2019-07-02T11:45:00Z, 0.000
2019-07-02T12:00:00Z, 0.000
2019-07-02T12:15:00Z, 0.000
2019-07-02T12:30:00Z, 0.000
2019-07-02T12:45:00Z, 0.000
2019-07-02T13:00:00Z, 0.000
2019-07-02T13:15:00Z, 0.000
2019-07-02T13:30:00Z, 0.000
2019-07-02T13:45:00Z, 0.000
2019-07-02T14:00:00Z, 0.000
2019-07-02T14:15:00Z, 0.000
2019-07-02T14:30:00Z, 0.000
2019-07-02T14:45:00Z, 0.279
2019-07-02T15:00:00Z, 0.002
2019-07-02T15:15:00Z, 0.000
2019-07-02T15:30:00Z, 0.000
2019-07-02T15:45:00Z, 0.000
2019-07-02T16:00:00Z, 0.000
2019-07-02T16:15:00Z, 0.000
2019-07-02T16:30:00Z, 0.000
2019-07-02T16:45:00Z, 0.000
2019-07-02T17:00:00Z, 0.000
2019-07-02T17:15:00Z, 0.000
2019-07-02T17:30:00Z, 0.000
2019-07-02T17:45:00Z, 0.000
2019-07-02T18:00:00Z, 0.000
2019-07-02T18:15:00Z, 0.000
2019-07-02T18:30:00Z, 0.000
2019-07-02T18:45:00Z, 0.000
2019-07-02T19:00:00Z, 0.000
2019-07-02T19:15:00Z, 0.000
2019-07-02T19:30:00Z, 0.000
2019-07-02T19:45:00Z, 0.000
2019-07-02T20:00:00Z, 0.300
2019-07-02T20:15:00Z, 1.530
2019-07-02T20:30:00Z, 0.002
2019-07-02T20:45:00Z, 0.000
2019-07-02T21:00:00Z, 0.000
2019-07-02T21:15:00Z, 0.000
2019-07-02T21:30:00Z, 0.000
2019-07-02T21:45:00Z, 0.000
2019-07-02T22:00:00Z, 0.000
2019-07-02T22:15:00Z, 0.000
2019-07-02T22:30:00Z, 0.000
2019-07-02T22:45:00Z, 0.000
2019-07-02T23:00:00Z, 0.000
2019-07-02T23:15:00Z, 0.000
2019-07-02T23:30:00Z, 0.000
2019-07-02T23:45:00Z, 0.000
2019-07-03T00:00:00Z, 0.000
2019-07-03T00:15:00Z, 0.000
2019-07-03T00:30:00Z, 0.043
2019-07-03T00:45:00Z, 4.080
2019-07-03T01:00:00Z, 0.307
2019-07-03T01:15:00Z, 0.000
2019-07-03T01:30:00Z, 0.000
2019-07-03T01:45:00Z, 0.000
2019-07-03T02:00:00Z, 0.000
2019-07-03T02:15:00Z, 0.000
2019-07-03T02:30:00Z, 0.000
2019-07-03T02:45:00Z, 0.000
2019-07-03T03:00:00Z, 0.000
2019-07-03T03:15:00Z, 0.000
2019-07-03T03:30:00Z, 0.000
2019-07-03T03:45:00Z, 0.440
2019-07-03T04:00:00Z, 0.594
2019-07-03T04:15:00Z, 0.001
2019-07-03T04:30:00Z, 0.000
2019-07-03T04:45:00Z, 0.000
2019-07-03T05:00:00Z, 0.000
2019-07-03T05:15:00Z, 0.000
2019-07-03T05:30:00Z, 0.000
2019-07-03T05:45:00Z, 0.000
2019-07-03T06:00:00Z, 0.000
2019-07-03T06:15:00Z, 0.000
2019-07-03T06:30:00Z, 0.000
2019-07-03T06:45:00Z, 0.000
2019-07-03T07:00:00Z, 0.000
2019-07-03T07:15:00Z, 0.000
2019-07-03T07:30:00Z, 0.000
2019-07-03T07:45:00Z, 0.000
2019-07-03T08:00:00Z, 0.000
2019-07-03T08:15:00Z, 0.000
2019-07-03T08:30:00Z, 0.000
2019-07-03T08:45:00Z, 0.000
2019-07-03T09:00:00Z, 0.000
2019-07-03T09:15:00Z, 0.000
2019-07-03T09:30:00Z, 0.000
2019-07-03T09:45:00Z, 0.000
2019-07-03T10:00:00Z, 0.000
2019-07-03T10:15:00Z, 0.000
2019-07-03T10:30:00Z, 0.000
2019-07-03T10:45:00Z, 0.002
2019-07-03T11:00:00Z, 12.673
2019-07-03T11:15:00Z, 1.978
2019-07-03T11:30:00Z, 0.004
2019-07-03T11:45:00Z, 0.000
2019-07-03T12:00:00Z, 0.000
2019-07-03T12:15:00Z, 0.000
2019-07-03T12:30:00Z, 0.000
2019-07-03T12:45:00Z, 0.000
2019-07-03T13:00:00Z, 0.000
2019-07-03T13:15:00Z, 0.000
2019-07-03T13:30:00Z, 0.000
2019-07-03T13:45:00Z, 0.000
2019-07-03T14:00:00Z, 0.001
2019-07-03T14:15:00Z, 7.175
2019-07-03T14:30:00Z, 3.508
2019-07-03T14:45:00Z, 0.662
2019-07-03T15:00:00Z, 0.363
2019-07-03T15:15:00Z, 0.005
2019-07-03T15:30:00Z, 0.000
2019-07-03T15:45:00Z, 0.000
2019-07-03T16:00:00Z, 0.000
2019-07-03T16:15:00Z, 0.000
2019-07-03T16:30:00Z, 0.273
2019-07-03T16:45:00Z, 2.000
2019-07-03T17:00:00Z, 0.003
2019-07-03T17:15:00Z, 0.000
2019-07-03T17:30:00Z, 0.000
2019-07-03T17:45:00Z, 0.000
2019-07-03T18:00:00Z, 0.001
2019-07-03T18:15:00Z, 0.012
2019-07-03T18:30:00Z, 0.000
2019-07-03T18:45:00Z, 0.000
2019-07-03T19:00:00Z, 0.000
2019-07-03T19:15:00Z, 0.000
2019-07-03T19:30:00Z, 0.000
2019-07-03T19:45:00Z, 0.000
2019-07-03T20:00:00Z, 0.000
2019-07-03T20:15:00Z, 0.000
2019-07-03T20:30:00Z, 0.000
2019-07-03T20:45:00Z, 0.000
2019-07-03T21:00:00Z, 0.000
2019-07-03T21:15:00Z, 0.000
2019-07-03T21:30:00Z, 0.000
2019-07-03T21:45:00Z, 0.000
2019-07-03T22:00:00Z, 0.000
2019-07-03T22:15:00Z, 0.000
2019-07-03T22:30:00Z, 0.000
2019-07-03T22:45:00Z, 0.000
2019-07-03T23:00:00Z, 0.000
2019-07-03T23:15:00Z, 0.000
2019-07-03T23:30:00Z, 0.000
2019-07-03T23:45:00Z, 0.000
2019-07-04T00:00:00Z, 0.000
2019-07-04T00:15:00Z, 0.000
2019-07-04T00:30:00Z, 0.000
2019-07-04T00:45:00Z, 0.000
2019-07-04T01:00:00Z, 0.000
2019-07-04T01:15:00Z, 0.000
2019-07-04T01:30:00Z, 0.000
2019-07-04T01:45:00Z, 0.000
2019-07-04T02:00:00Z, 0.000
2019-07-04T02:15:00Z, 0.000
2019-07-04T02:30:00Z, 0.000
2019-07-04T02:45:00Z, 0.000
2019-07-04T03:00:00Z, 0.000
2019-07-04T03:15:00Z, 0.000
2019-07-04T03:30:00Z, 0.000
2019-07-04T03:45:00Z, 0.000
2019-07-04T04:00:00Z, 0.000
2019-07-04T04:15:00Z, 0.000
2019-07-04T04:30:00Z, 0.000
2019-07-04T04:45:00Z, 0.000
2019-07-04T05:00:00Z, 0.000
2019-07-04T05:15:00Z, 0.000
2019-07-04T05:30:00Z, 0.000
2019-07-04T05:45:00Z, 0.000
2019-07-04T06:00:00Z, 0.000
2019-07-04T06:15:00Z, 0.000
2019-07-04T06:30:00Z, 0.000
2019-07-04T06:45:00Z, 0.000
2019-07-04T07:00:00Z, 0.000
2019-07-04T07:15:00Z, 0.000
2019-07-04T07:30:00Z, 0.000
2019-07-04T07:45:00Z, 0.000
2019-07-04T08:00:00Z, 0.000
2019-07-04T08:15:00Z, 0.000
2019-07-04T08:30:00Z, 0.000
2019-07-04T08:45:00Z, 0.000
2019-07-04T09:00:00Z, 0.000
2019-07-04T09:15:00Z, 0.000
2019-07-04T09:30:00Z, 0.000
2019-07-04T09:45:00Z, 0.000
2019-07-04T10:00:00Z, 0.000
2019-07-04T10:15:00Z, 0.000
2019-07-04T10:30:00Z, 0.000
2019-07-04T10:45:00Z, 0.000
2019-07-04T11:00:00Z, 0.000
2019-07-04T11:15:00Z, 0.000
2019-07-04T11:30:00Z, 0.000
2019-07-04T11:45:00Z, 0.000
2019-07-04T12:00:00Z, 0.000
2019-07-04T12:15:00Z, 0.000
2019-07-04T12:30:00Z, 0.000
2019-07-04T12:45:00Z, 0.000
2019-07-04T13:00:00Z, 0.000
2019-07-04T13:15:00Z, 0.000
2019-07-04T13:30:00Z, 0.003
2019-07-04T13:45:00Z, 0.001
2019-07-04T14:00:00Z, 0.000
2019-07-04T14:15:00Z, 0.000
2019-07-04T14:30:00Z, 0.000
2019-07-04T14:45:00Z, 0.000
2019-07-04T15:00:00Z, 0.000
2019-07-04T15:15:00Z, 0.000
2019-07-04T15:30:00Z, 0.000
2019-07-04T15:45:00Z, 0.000
2019-07-04T16:00:00Z, 0.000
2019-07-04T16:15:00Z, 0.000
2019-07-04T16:30:00Z, 0.000
2019-07-04T16:45:00Z, 0.000
2019-07-04T17:00:00Z, 0.000
2019-07-04T17:15:00Z, 0.000
2019-07-04T17:30:00Z, 0.000
2019-07-04T17:45:00Z, 0.000
2019-07-04T18:00:00Z, 0.000
2019-07-04T18:15:00Z, 0.000
2019-07-04T18:30:00Z, 0.000
2019-07-04T18:45:00Z, 0.000
2019-07-04T19:00:00Z, 0.000
2019-07-04T19:15:00Z, 0.000
2019-07-04T19:30:00Z, 0.000
2019-07-04T19:45:00Z, 0.000
2019-07-04T20:00:00Z, 0.000
2019-07-04T20:15:00Z, 0.000
2019-07-04T20:30:00Z, 0.002
2019-07-04T20:45:00Z, 0.000
2019-07-04T21:00:00Z, 0.000
2019-07-04T21:15:00Z, 0.000
2019-07-04T21:30:00Z, 0.000
2019-07-04T21:45:00Z, 0.000
2019-07-04T22:00:00Z, 0.000
2019-07-04T22:15:00Z, 0.000
2019-07-04T22:30:00Z, 0.000
2019-07-04T22:45:00Z, 0.000
2019-07-04T23:00:00Z, 0.000
2019-07-04T23:15:00Z, 0.000
2019-07-04T23:30:00Z, 0.000
2019-07-04T23:45:00Z, 0.000
2019-07-05T00:00:00Z, 0.000
2019-07-05T00:15:00Z, 0.000
2019-07-05T00:30:00Z, 0.000
2019-07-05T00:45:00Z, 0.000
2019-07-05T01:00:00Z, 0.000
2019-07-05T01:15:00Z, 0.000
2019-07-05T01:30:00Z, 0.000
2019-07-05T01:45:00Z, 0.000
2019-07-05T02:00:00Z, 0.000
2019-07-05T02:15:00Z, 0.000
2019-07-05T02:30:00Z, 0.004
2019-07-05T02:45:00Z, 0.000
2019-07-05T03:00:00Z, 0.983
2019-07-05T03:15:00Z, 0.801
2019-07-05T03:30:00Z, 0.007
2019-07-05T03:45:00Z, 0.000
2019-07-05T04:00:00Z, 0.000
2019-07-05T04:15:00Z, 0.000
2019-07-05T04:30:00Z, 0.001
2019-07-05T04:45:00Z, 0.001
2019-07-05T05:00:00Z, 0.007
2019-07-05T05:15:00Z, 0.000
2019-07-05T05:30:00Z, 0.000
2019-07-05T05:45:00Z, 0.000
2019-07-05T06:00:00Z, 0.000
2019-07-05T06:15:00Z, 0.001
2019-07-05T06:30:00Z, 0.013
2019-07-05T06:45:00Z, 0.001
2019-07-05T07:00:00Z, 0.161
2019-07-05T07:15:00Z, 0.007
2019-07-05T07:30:00Z, 0.000
2019-07-05T07:45:00Z, 0.000
2019-07-05T08:00:00Z, 0.000
2019-07-05T08:15:00Z, 0.000
2019-07-05T08:30:00Z, 0.000
2019-07-05T08:45:00Z, 0.000
2019-07-05T09:00:00Z, 0.000
2019-07-05T09:15:00Z, 0.000
2019-07-05T09:30:00Z, 0.000
2019-07-05T09:45:00Z, 0.000
2019-07-05T10:00:00Z, 0.000
2019-07-05T10:15:00Z, 0.000
2019-07-05T10:30:00Z, 0.000
2019-07-05T10:45:00Z, 0.000
2019-07-05T11:00:00Z, 0.316
2019-07-05T11:15:00Z, 0.266
2019-07-05T11:30:00Z, 0.430
2019-07-05T11:45:00Z, 0.000
2019-07-05T12:00:00Z, 0.000
2019-07-05T12:15:00Z, 0.000
2019-07-05T12:30:00Z, 0.000
2019-07-05T12:45:00Z, 0.000
2019-07-05T13:00:00Z, 0.000
2019-07-05T13:15:00Z, 0.000
2019-07-05T13:30:00Z, 0.451
2019-07-05T13:45:00Z, 0.664
2019-07-05T14:00:00Z, 0.000
2019-07-05T14:15:00Z, 0.000
2019-07-05T14:30:00Z, 0.000
2019-07-05T14:45:00Z, 0.108
2019-07-05T15:00:00Z, 0.112
2019-07-05T15:15:00Z, 0.088
2019-07-05T15:30:00Z, 0.001
2019-07-05T15:45:00Z, 0.027
2019-07-05T16:00:00Z, 0.125
2019-07-05T16:15:00Z, 0.000
2019-07-05T16:30:00Z, 0.051
2019-07-05T16:45:00Z, 5.351
2019-07-05T17:00:00Z, 1.052
2019-07-05T17:15:00Z, 0.000
2019-07-05T17:30:00Z, 0.000
2019-07-05T17:45:00Z, 0.000
2019-07-05T18:00:00Z, 0.000
2019-07-05T18:15:00Z, 0.000
2019-07-05T18:30:00Z, 0.000
2019-07-05T18:45:00Z, 0.000
2019-07-05T19:00:00Z, 0.000
2019-07-05T19:15:00Z, 0.000
2019-07-05T19:30:00Z, 0.000
2019-07-05T19:45:00Z, 0.000
2019-07-05T20:00:00Z, 0.000
2019-07-05T20:15:00Z, 0.000
2019-07-05T20:30:00Z, 0.000
2019-07-05T20:45:00Z, 0.000
2019-07-05T21:00:00Z, 0.000
2019-07-05T21:15:00Z, 0.000
2019-07-05T21:30:00Z, 0.000
2019-07-05T21:45:00Z, 0.000
2019-07-05T22:00:00Z, 0.000
2019-07-05T22:15:00Z, 0.000
2019-07-05T22:30:00Z, 0.000
2019-07-05T22:45:00Z, 0.000
2019-07-05T23:00:00Z, 0.000
2019-07-05T23:15:00Z, 0.000
2019-07-05T23:30:00Z, 0.000
2019-07-05T23:45:00Z, 0.000
2019-07-06T00:00:00Z, 0.000
2019-07-06T00:15:00Z, 0.000
2019-07-06T00:30:00Z, 0.000
2019-07-06T00:45:00Z, 0.003
2019-07-06T01:00:00Z, 0.000
2019-07-06T01:15:00Z, 0.000
2019-07-06T01:30:00Z, 0.000
2019-07-06T01:45:00Z, 0.001
2019-07-06T02:00:00Z, 0.043
2019-07-06T02:15:00Z, 0.003
2019-07-06T02:30:00Z, 0.009
2019-07-06T02:45:00Z, 0.000
2019-07-06T03:00:00Z, 0.000
2019-07-06T03:15:00Z, 0.000
2019-07-06T03:30:00Z, 0.000
2019-07-06T03:45:00Z, 0.000
2019-07-06T04:00:00Z, 0.007
2019-07-06T04:15:00Z, 0.000
2019-07-06T04:30:00Z, 0.000
2019-07-06T04:45:00Z, 0.054
2019-07-06T05:00:00Z, 0.039
2019-07-06T05:15:00Z, 0.007
2019-07-06T05:30:00Z, 0.000
2019-07-06T05:45:00Z, 0.000
2019-07-06T06:00:00Z, 0.000
2019-07-06T06:15:00Z, 0.000
2019-07-06T06:30:00Z, 0.000
2019-07-06T06:45:00Z, 0.000
2019-07-06T07:00:00Z, 0.000
